level3_species,level2_genus,level1_family,level0,species_key
Schismatoclada villiflora,Schismatoclada,Rubiaceae, Evergreen Broadleaf,2894186
Schizenterospermum analamerense,Schizenterospermum,Rubiaceae, Evergreen Broadleaf,2906133
Schizenterospermum grevei,Schizenterospermum,Rubiaceae, Evergreen Broadleaf,2906131
Schizenterospermum majungense,Schizenterospermum,Rubiaceae, Evergreen Broadleaf,2906132
Schizenterospermum rotundifolium,Schizenterospermum,Rubiaceae, Evergreen Broadleaf,2906129
Schizocalyx bracteosa,Schizocalyx,Rubiaceae, Evergreen Broadleaf,5339177
Schizocalyx condoricus,Schizocalyx,Rubiaceae, Evergreen Broadleaf,7730250
Schizocalyx cuspidatus,Schizocalyx,Rubiaceae, Evergreen Broadleaf,7767941
Schizocalyx multiflorus,Schizocalyx,Rubiaceae, Evergreen Broadleaf,8122292
Schizocalyx peruvianus,Schizocalyx,Rubiaceae, Evergreen Broadleaf,7379073
Schizocalyx sterculioides,Schizocalyx,Rubiaceae, Evergreen Broadleaf,7459926
Schizocalyx truncatus,Schizocalyx,Rubiaceae, Evergreen Broadleaf,7878457
Schizocalyx veraguensis,Schizocalyx,Rubiaceae, Evergreen Broadleaf,7813772
Schizocolea linderi,Schizocolea,Rubiaceae, Evergreen Broadleaf,2907376
Schizocolea ochreata,Schizocolea,Rubiaceae, Evergreen Broadleaf,2907379
Schizomussaenda henryi,Schizomussaenda,Rubiaceae, Evergreen Broadleaf,3846786
Ceuthocarpus involucratus,Schmidtottia,Rubiaceae, Evergreen Broadleaf,2904120
Schmidtottia corymbosa,Schmidtottia,Rubiaceae, Evergreen Broadleaf,2911227
Schmidtottia cubensis,Schmidtottia,Rubiaceae, Evergreen Broadleaf,2911241
Schmidtottia cucullata,Schmidtottia,Rubiaceae, Evergreen Broadleaf,2911228
Schmidtottia elliptica,Schmidtottia,Rubiaceae, Evergreen Broadleaf,2911245
Schmidtottia involucrata,Schmidtottia,Rubiaceae, Evergreen Broadleaf,2904121
Schmidtottia marmorata,Schmidtottia,Rubiaceae, Evergreen Broadleaf,2911229
Schmidtottia monantha,Schmidtottia,Rubiaceae, Evergreen Broadleaf,2911249
Schmidtottia monticola,Schmidtottia,Rubiaceae, Evergreen Broadleaf,2911220
Schmidtottia multiflora,Schmidtottia,Rubiaceae, Evergreen Broadleaf,2911230
Schmidtottia neglecta,Schmidtottia,Rubiaceae, Evergreen Broadleaf,2911234
Schmidtottia nitens,Schmidtottia,Rubiaceae, Evergreen Broadleaf,2911221
Schmidtottia parvifolia,Schmidtottia,Rubiaceae, Evergreen Broadleaf,2911231
Schmidtottia scabra,Schmidtottia,Rubiaceae, Evergreen Broadleaf,2911250
Schmidtottia sessilifolia,Schmidtottia,Rubiaceae, Evergreen Broadleaf,2911223
Schmidtottia shaferi,Schmidtottia,Rubiaceae, Evergreen Broadleaf,2911232
Schmidtottia stricta,Schmidtottia,Rubiaceae, Evergreen Broadleaf,2911226
Schmidtottia uliginosa,Schmidtottia,Rubiaceae, Evergreen Broadleaf,2911239
Schradera acuminata,Schradera,Rubiaceae, Evergreen Broadleaf,5336356
Schradera acutifolia,Schradera,Rubiaceae, Evergreen Broadleaf,5336347
Schradera andina,Schradera,Rubiaceae, Evergreen Broadleaf,5336392
Schradera bipedunculata,Schradera,Rubiaceae, Evergreen Broadleaf,5336359
Schradera brasiliensis,Schradera,Rubiaceae, Evergreen Broadleaf,5336410
Schradera brevipes,Schradera,Rubiaceae, Evergreen Broadleaf,5336400
Schradera cacuminis,Schradera,Rubiaceae, Evergreen Broadleaf,5336386
Schradera campii,Schradera,Rubiaceae, Evergreen Broadleaf,5336377
Schradera cephalotis,Schradera,Rubiaceae, Evergreen Broadleaf,5596729
Schradera cernua,Schradera,Rubiaceae, Evergreen Broadleaf,10847021
Schradera clusiifolia,Schradera,Rubiaceae, Evergreen Broadleaf,5336388
Schradera condorica,Schradera,Rubiaceae, Evergreen Broadleaf,10694122
Schradera costaricensis,Schradera,Rubiaceae, Evergreen Broadleaf,5336371
Schradera cuatrecasasii,Schradera,Rubiaceae, Evergreen Broadleaf,5336357
Schradera cubensis,Schradera,Rubiaceae, Evergreen Broadleaf,5336348
Schradera elmeri,Schradera,Rubiaceae, Evergreen Broadleaf,5336405
Schradera exotica,Schradera,Rubiaceae, Evergreen Broadleaf,5336393
Schradera francoae,Schradera,Rubiaceae, Evergreen Broadleaf,10802677
Schradera glabriflora,Schradera,Rubiaceae, Evergreen Broadleaf,5336383
Schradera grandiflora,Schradera,Rubiaceae, Evergreen Broadleaf,5336360
Schradera hilliaefolia,Schradera,Rubiaceae, Evergreen Broadleaf,5596722
Schradera hilliifolia,Schradera,Rubiaceae, Evergreen Broadleaf,5336353
Schradera involucrata,Schradera,Rubiaceae, Evergreen Broadleaf,5336409
Schradera korthalsiana,Schradera,Rubiaceae, Evergreen Broadleaf,5336367
Schradera ledermannii,Schradera,Rubiaceae, Evergreen Broadleaf,5336402
Schradera lehmannii,Schradera,Rubiaceae, Evergreen Broadleaf,5336380
Schradera luxurians,Schradera,Rubiaceae, Evergreen Broadleaf,5336349
Schradera maguirei,Schradera,Rubiaceae, Evergreen Broadleaf,5336406
Schradera marahuacensis,Schradera,Rubiaceae, Evergreen Broadleaf,5336397
Schradera marginalis,Schradera,Rubiaceae, Evergreen Broadleaf,5336375
Schradera membranacea,Schradera,Rubiaceae, Evergreen Broadleaf,5336361
Schradera monantha,Schradera,Rubiaceae, Evergreen Broadleaf,5336379
Schradera monocephala,Schradera,Rubiaceae, Evergreen Broadleaf,5336370
Schradera montana,Schradera,Rubiaceae, Evergreen Broadleaf,5336355
Schradera morindoides,Schradera,Rubiaceae, Evergreen Broadleaf,10821325
Schradera neeoides,Schradera,Rubiaceae, Evergreen Broadleaf,5336345
Schradera negrensis,Schradera,Rubiaceae, Evergreen Broadleaf,5336403
Schradera nervulosa,Schradera,Rubiaceae, Evergreen Broadleaf,5336381
Schradera nilssonii,Schradera,Rubiaceae, Evergreen Broadleaf,5336372
Schradera novoguineensis,Schradera,Rubiaceae, Evergreen Broadleaf,5336350
Schradera obtusifolia,Schradera,Rubiaceae, Evergreen Broadleaf,5336374
Schradera pentacme,Schradera,Rubiaceae, Evergreen Broadleaf,5336407
Schradera polycephala,Schradera,Rubiaceae, Evergreen Broadleaf,5336398
Schradera polysperma,Schradera,Rubiaceae, Evergreen Broadleaf,5336384
Schradera pseudonervulosa,Schradera,Rubiaceae, Evergreen Broadleaf,5336376
Schradera puberula,Schradera,Rubiaceae, Evergreen Broadleaf,5336365
Schradera pulverulenta,Schradera,Rubiaceae, Evergreen Broadleaf,5336354
Schradera ramiflora,Schradera,Rubiaceae, Evergreen Broadleaf,5336416
Schradera reticulata,Schradera,Rubiaceae, Evergreen Broadleaf,5336378
Schradera revoluta,Schradera,Rubiaceae, Evergreen Broadleaf,5336387
Schradera riedeliana,Schradera,Rubiaceae, Evergreen Broadleaf,5596709
Schradera rotundata,Schradera,Rubiaceae, Evergreen Broadleaf,5336346
Schradera schlechteri,Schradera,Rubiaceae, Evergreen Broadleaf,5336404
Schradera stellata,Schradera,Rubiaceae, Evergreen Broadleaf,5336382
Schradera suaveolens,Schradera,Rubiaceae, Evergreen Broadleaf,5336373
Schradera subandina,Schradera,Rubiaceae, Evergreen Broadleaf,5336358
Schradera subsessilis,Schradera,Rubiaceae, Evergreen Broadleaf,5336351
Schradera surinamensis,Schradera,Rubiaceae, Evergreen Broadleaf,5336408
Schradera ternata,Schradera,Rubiaceae, Evergreen Broadleaf,5336399
Schradera umbellata,Schradera,Rubiaceae, Evergreen Broadleaf,5336366
Schradera yutajensis,Schradera,Rubiaceae, Evergreen Broadleaf,5336401
Schumanniophyton arboreum,Schumanniophyton,Rubiaceae, Evergreen Broadleaf,3846503
Schumanniophyton hirsutum,Schumanniophyton,Rubiaceae, Evergreen Broadleaf,2899648
Schumanniophyton magnificum,Schumanniophyton,Rubiaceae, Evergreen Broadleaf,2899643
Schumanniophyton problematicum,Schumanniophyton,Rubiaceae, Evergreen Broadleaf,2899640
Scolosanthus acanthodes,Scolosanthus,Rubiaceae, Evergreen Broadleaf,2900066
Scolosanthus acanthoides,Scolosanthus,Rubiaceae, Evergreen Broadleaf,11133649
Scolosanthus acunae,Scolosanthus,Rubiaceae, Evergreen Broadleaf,2900040
Scolosanthus bahamensis,Scolosanthus,Rubiaceae, Evergreen Broadleaf,2900070
Scolosanthus crucifer,Scolosanthus,Rubiaceae, Evergreen Broadleaf,2900041
Scolosanthus densiflorus,Scolosanthus,Rubiaceae, Evergreen Broadleaf,2900071
Scolosanthus ekmanii,Scolosanthus,Rubiaceae, Evergreen Broadleaf,2900047
Scolosanthus grandifolius,Scolosanthus,Rubiaceae, Evergreen Broadleaf,3846417
Scolosanthus granulatus,Scolosanthus,Rubiaceae, Evergreen Broadleaf,2900048
Scolosanthus hirsutus,Scolosanthus,Rubiaceae, Evergreen Broadleaf,2900074
Scolosanthus hispidus,Scolosanthus,Rubiaceae, Evergreen Broadleaf,2900050
Scolosanthus howardii,Scolosanthus,Rubiaceae, Evergreen Broadleaf,2900079
Scolosanthus leonardii,Scolosanthus,Rubiaceae, Evergreen Broadleaf,2900062
Scolosanthus liogieri,Scolosanthus,Rubiaceae, Evergreen Broadleaf,2900051
Scolosanthus lucidus,Scolosanthus,Rubiaceae, Evergreen Broadleaf,2900080
Scolosanthus maestrensis,Scolosanthus,Rubiaceae, Evergreen Broadleaf,2900064
Scolosanthus moanus,Scolosanthus,Rubiaceae, Evergreen Broadleaf,2900069
Scolosanthus multiflorus,Scolosanthus,Rubiaceae, Evergreen Broadleaf,2900054
Scolosanthus nannophyllus,Scolosanthus,Rubiaceae, Evergreen Broadleaf,2900045
Scolosanthus portoricensis,Scolosanthus,Rubiaceae, Evergreen Broadleaf,2900059
Scolosanthus pycnophyllus,Scolosanthus,Rubiaceae, Evergreen Broadleaf,2900046
Scolosanthus reticulatus,Scolosanthus,Rubiaceae, Evergreen Broadleaf,2900072
Scolosanthus roulstonii,Scolosanthus,Rubiaceae, Evergreen Broadleaf,7606602
Scolosanthus selleanus,Scolosanthus,Rubiaceae, Evergreen Broadleaf,2900073
Scolosanthus strictus,Scolosanthus,Rubiaceae, Evergreen Broadleaf,2900061
Scolosanthus subsessilis,Scolosanthus,Rubiaceae, Evergreen Broadleaf,2900049
Scolosanthus triacanthus,Scolosanthus,Rubiaceae, Evergreen Broadleaf,2900075
Scolosanthus versicolor,Scolosanthus,Rubiaceae, Evergreen Broadleaf,2900057
Scolosanthus wrightianus,Scolosanthus,Rubiaceae, Evergreen Broadleaf,2900052
Scolosanthus wrightii,Scolosanthus,Rubiaceae, Evergreen Broadleaf,3846361
Sericanthe adamii,Sericanthe,Rubiaceae, Evergreen Broadleaf,2894006
Sericanthe andongensis,Sericanthe,Rubiaceae, Evergreen Broadleaf,2893955
Sericanthe auriculata,Sericanthe,Rubiaceae, Evergreen Broadleaf,2893965
Sericanthe burundensis,Sericanthe,Rubiaceae, Evergreen Broadleaf,2894008
Sericanthe chevalieri,Sericanthe,Rubiaceae, Evergreen Broadleaf,2893968
Sericanthe chimanimaniensis,Sericanthe,Rubiaceae, Evergreen Broadleaf,10813970
Sericanthe gabonensis,Sericanthe,Rubiaceae, Evergreen Broadleaf,7737259
Sericanthe halleana,Sericanthe,Rubiaceae, Evergreen Broadleaf,2893977
Sericanthe jacfelicis,Sericanthe,Rubiaceae, Evergreen Broadleaf,2893991
Sericanthe leonardii,Sericanthe,Rubiaceae, Evergreen Broadleaf,2894009
Sericanthe lowryana,Sericanthe,Rubiaceae, Evergreen Broadleaf,8395341
Sericanthe mpassa,Sericanthe,Rubiaceae, Evergreen Broadleaf,7562043
Sericanthe odoratissima,Sericanthe,Rubiaceae, Evergreen Broadleaf,2893978
Sericanthe pellegrinii,Sericanthe,Rubiaceae, Evergreen Broadleaf,2893983
Sericanthe petitii,Sericanthe,Rubiaceae, Evergreen Broadleaf,2893993
Sericanthe rabia,Sericanthe,Rubiaceae, Evergreen Broadleaf,7618981
Sericanthe raynaliorum,Sericanthe,Rubiaceae, Evergreen Broadleaf,2893985
Sericanthe roseoides,Sericanthe,Rubiaceae, Evergreen Broadleaf,2893995
Sericanthe suffruticosa,Sericanthe,Rubiaceae, Evergreen Broadleaf,2893987
Sericanthe testui,Sericanthe,Rubiaceae, Evergreen Broadleaf,2893998
Sericanthe toupetou,Sericanthe,Rubiaceae, Evergreen Broadleaf,2894003
Sericanthe trilocularis,Sericanthe,Rubiaceae, Evergreen Broadleaf,2894013
Sherbournia ailarama,Sherbournia,Rubiaceae, Evergreen Broadleaf,2909220
Sherbournia amaraliocarpa,Sherbournia,Rubiaceae, Evergreen Broadleaf,2909237
Sherbournia batesii,Sherbournia,Rubiaceae, Evergreen Broadleaf,2909221
Sherbournia bignoniiflora,Sherbournia,Rubiaceae, Evergreen Broadleaf,2909240
Sherbournia bignoniifolia,Sherbournia,Rubiaceae, Evergreen Broadleaf,3846197
Sherbournia buccularia,Sherbournia,Rubiaceae, Evergreen Broadleaf,2909249
Sherbournia calycina,Sherbournia,Rubiaceae, Evergreen Broadleaf,2909225
Sherbournia curvipes,Sherbournia,Rubiaceae, Evergreen Broadleaf,2909215
Sherbournia hapalophylla,Sherbournia,Rubiaceae, Evergreen Broadleaf,2909250
Sherbournia kiliotricha,Sherbournia,Rubiaceae, Evergreen Broadleaf,2909256
Sherbournia millenii,Sherbournia,Rubiaceae, Evergreen Broadleaf,2909217
Sherbournia myosura,Sherbournia,Rubiaceae, Evergreen Broadleaf,2909234
Sherbournia streptocaulon,Sherbournia,Rubiaceae, Evergreen Broadleaf,2909210
Sherbournia zenkeri,Sherbournia,Rubiaceae, Evergreen Broadleaf,2909235
Simira aristeguietae,Simira,Rubiaceae, Evergreen Broadleaf,5335278
Simira cesariana,Simira,Rubiaceae, Evergreen Broadleaf,5335265
Simira cordifolia,Simira,Rubiaceae, Evergreen Broadleaf,5335251
Simira corumbensis,Simira,Rubiaceae, Evergreen Broadleaf,5335284
Simira ecuadorensis,Simira,Rubiaceae, Evergreen Broadleaf,5335254
Simira eliezeriana,Simira,Rubiaceae, Evergreen Broadleaf,5335288
Simira erythroxylon,Simira,Rubiaceae, Evergreen Broadleaf,5335271
Simira fragrans,Simira,Rubiaceae, Evergreen Broadleaf,5335291
Simira gardneriana,Simira,Rubiaceae, Evergreen Broadleaf,5335273
Simira glaziovii,Simira,Rubiaceae, Evergreen Broadleaf,5335259
Simira grazielae,Simira,Rubiaceae, Evergreen Broadleaf,5335275
Simira hadrantha,Simira,Rubiaceae, Evergreen Broadleaf,5335261
Simira hatschbachiorum,Simira,Rubiaceae, Evergreen Broadleaf,5335242
Simira hexandra,Simira,Rubiaceae, Evergreen Broadleaf,5335277
Simira hirsuta,Simira,Rubiaceae, Evergreen Broadleaf,5335245
Simira ignicola,Simira,Rubiaceae, Evergreen Broadleaf,5335263
Simira klugei,Simira,Rubiaceae, Evergreen Broadleaf,5335247
Simira lezamae,Simira,Rubiaceae, Evergreen Broadleaf,5335266
Simira longifolia,Simira,Rubiaceae, Evergreen Broadleaf,5335252
Simira macrocrater,Simira,Rubiaceae, Evergreen Broadleaf,5335285
Simira maxonii,Simira,Rubiaceae, Evergreen Broadleaf,5335269
Simira mexicana,Simira,Rubiaceae, Evergreen Broadleaf,5335256
Simira mollis,Simira,Rubiaceae, Evergreen Broadleaf,5335289
Simira panamensis,Simira,Rubiaceae, Evergreen Broadleaf,8031170
Simira paraensis,Simira,Rubiaceae, Evergreen Broadleaf,5335274
Simira pikia,Simira,Rubiaceae, Evergreen Broadleaf,5335241
Simira podocarpa,Simira,Rubiaceae, Evergreen Broadleaf,5335243
Simira rhodoclada,Simira,Rubiaceae, Evergreen Broadleaf,5335246
Simira rubescens,Simira,Rubiaceae, Evergreen Broadleaf,5335279
Simira rubra,Simira,Rubiaceae, Evergreen Broadleaf,5335264
Simira salvadorensis,Simira,Rubiaceae, Evergreen Broadleaf,5335249
Simira sampaioana,Simira,Rubiaceae, Evergreen Broadleaf,5335283
Simira standleyi,Simira,Rubiaceae, Evergreen Broadleaf,5335267
Simira tinctoria,Simira,Rubiaceae, Evergreen Broadleaf,5335253
Simira viridiflora,Simira,Rubiaceae, Evergreen Broadleaf,5335270
Simira williamsii,Simira,Rubiaceae, Evergreen Broadleaf,5335290
Simira wurdackii,Simira,Rubiaceae, Evergreen Broadleaf,5335257
Exostema angustifolium,Solenandra,Rubiaceae, Evergreen Broadleaf,2911057
Exostema longiflorum,Solenandra,Rubiaceae, Evergreen Broadleaf,2911039
Exostema microcarpum,Solenandra,Rubiaceae, Evergreen Broadleaf,2911051
Exostema myrtifolium,Solenandra,Rubiaceae, Evergreen Broadleaf,2911089
Solenandra angustifolia,Solenandra,Rubiaceae, Evergreen Broadleaf,11065821
Solenandra brachycarpa,Solenandra,Rubiaceae, Evergreen Broadleaf,11001267
Solenandra cordata,Solenandra,Rubiaceae, Evergreen Broadleaf,5339317
Solenandra curbeloi,Solenandra,Rubiaceae, Evergreen Broadleaf,5339314
Solenandra elliptica,Solenandra,Rubiaceae, Evergreen Broadleaf,11840494
Solenandra ixoroides,Solenandra,Rubiaceae, Evergreen Broadleaf,5339312
Solenandra lineata,Solenandra,Rubiaceae, Evergreen Broadleaf,11044763
Solenandra longiflora,Solenandra,Rubiaceae, Evergreen Broadleaf,10129384
Solenandra mexicana,Solenandra,Rubiaceae, Evergreen Broadleaf,5339321
Solenandra microcarpa,Solenandra,Rubiaceae, Evergreen Broadleaf,5339315
Solenandra myrtifolia,Solenandra,Rubiaceae, Evergreen Broadleaf,5339323
Solenandra parviflora,Solenandra,Rubiaceae, Evergreen Broadleaf,5339318
Solenandra pervestita,Solenandra,Rubiaceae, Evergreen Broadleaf,5339320
Solenandra polyphylla,Solenandra,Rubiaceae, Evergreen Broadleaf,10830549
Solenandra pulverulenta,Solenandra,Rubiaceae, Evergreen Broadleaf,5339306
Solenandra rotundata,Solenandra,Rubiaceae, Evergreen Broadleaf,10685007
Solenandra sanctae-luciae,Solenandra,Rubiaceae, Evergreen Broadleaf,10554449
Solenandra selleana,Solenandra,Rubiaceae, Evergreen Broadleaf,5339313
Solenandra stenophylla,Solenandra,Rubiaceae, Evergreen Broadleaf,11107928
Solenandra triflora,Solenandra,Rubiaceae, Evergreen Broadleaf,10981984
Solenandra velutina,Solenandra,Rubiaceae, Evergreen Broadleaf,5339311
Sommera acuminata,Sommera,Rubiaceae, Evergreen Broadleaf,7429314
Sommera arborescens,Sommera,Rubiaceae, Evergreen Broadleaf,2919935
Sommera chiapensis,Sommera,Rubiaceae, Evergreen Broadleaf,2919949
Sommera cusucoana,Sommera,Rubiaceae, Evergreen Broadleaf,9357938
Sommera donnell-smithii,Sommera,Rubiaceae, Evergreen Broadleaf,2919939
Sommera fusca,Sommera,Rubiaceae, Evergreen Broadleaf,2919948
Sommera grandis,Sommera,Rubiaceae, Evergreen Broadleaf,2919944
Sommera guatemalensis,Sommera,Rubiaceae, Evergreen Broadleaf,2919938
Sommera mesochora,Sommera,Rubiaceae, Evergreen Broadleaf,3845709
Sommera montana,Sommera,Rubiaceae, Evergreen Broadleaf,2919937
Sommera parva,Sommera,Rubiaceae, Evergreen Broadleaf,2919934
Sommera purdiei,Sommera,Rubiaceae, Evergreen Broadleaf,2919943
Sommera sabiceoides,Sommera,Rubiaceae, Evergreen Broadleaf,2919932
Sphinctanthus acutilobus,Sphinctanthus,Rubiaceae, Evergreen Broadleaf,2893761
Sphinctanthus aurantiacus,Sphinctanthus,Rubiaceae, Evergreen Broadleaf,2893773
Sphinctanthus fluvii-dulcis,Sphinctanthus,Rubiaceae, Evergreen Broadleaf,8752394
Sphinctanthus hasslerianus,Sphinctanthus,Rubiaceae, Evergreen Broadleaf,2893766
Sphinctanthus insignis,Sphinctanthus,Rubiaceae, Evergreen Broadleaf,2893760
Sphinctanthus maculatus,Sphinctanthus,Rubiaceae, Evergreen Broadleaf,2893764
Sphinctanthus microphyllus,Sphinctanthus,Rubiaceae, Evergreen Broadleaf,2893772
Sphinctanthus polycarpus,Sphinctanthus,Rubiaceae, Evergreen Broadleaf,2893762
Sphinctanthus striiflorus,Sphinctanthus,Rubiaceae, Evergreen Broadleaf,2893767
Stachyarrhena acuminata,Stachyarrhena,Rubiaceae, Evergreen Broadleaf,2907628
Stachyarrhena acutiloba,Stachyarrhena,Rubiaceae, Evergreen Broadleaf,2907619
Stachyarrhena duckei,Stachyarrhena,Rubiaceae, Evergreen Broadleaf,2907614
Stachyarrhena grandifolia,Stachyarrhena,Rubiaceae, Evergreen Broadleaf,2907620
Stachyarrhena harleyi,Stachyarrhena,Rubiaceae, Evergreen Broadleaf,2907629
Stachyarrhena heterochroa,Stachyarrhena,Rubiaceae, Evergreen Broadleaf,2907615
Stachyarrhena krukovii,Stachyarrhena,Rubiaceae, Evergreen Broadleaf,7462513
Stachyarrhena oellgardii,Stachyarrhena,Rubiaceae, Evergreen Broadleaf,2907630
Stachyarrhena pedicellata,Stachyarrhena,Rubiaceae, Evergreen Broadleaf,2907617
Stachyarrhena penduliflora,Stachyarrhena,Rubiaceae, Evergreen Broadleaf,2907621
Stachyarrhena reflexa,Stachyarrhena,Rubiaceae, Evergreen Broadleaf,2907622
Stachyarrhena reticulata,Stachyarrhena,Rubiaceae, Evergreen Broadleaf,2907631
Stachyarrhena revoluta,Stachyarrhena,Rubiaceae, Evergreen Broadleaf,2907618
Stachyarrhena spicata,Stachyarrhena,Rubiaceae, Evergreen Broadleaf,2907623
Stenosepala hirsuta,Stenosepala,Rubiaceae, Evergreen Broadleaf,2894088
Stenostomum abbreviatum,Stenostomum,Rubiaceae, Evergreen Broadleaf,5335761
Stenostomum acreanum,Stenostomum,Rubiaceae, Evergreen Broadleaf,6288508
Stenostomum apiculatum,Stenostomum,Rubiaceae, Evergreen Broadleaf,5335738
Stenostomum aromaticum,Stenostomum,Rubiaceae, Evergreen Broadleaf,5335779
Stenostomum coriaceum,Stenostomum,Rubiaceae, Evergreen Broadleaf,5335753
Stenostomum darienense,Stenostomum,Rubiaceae, Evergreen Broadleaf,7791976
Stenostomum densiflorum,Stenostomum,Rubiaceae, Evergreen Broadleaf,5335785
Stenostomum ellipticum,Stenostomum,Rubiaceae, Evergreen Broadleaf,5335788
Stenostomum granulatum,Stenostomum,Rubiaceae, Evergreen Broadleaf,5335733
Stenostomum heteroneurum,Stenostomum,Rubiaceae, Evergreen Broadleaf,5335766
Stenostomum involucratum,Stenostomum,Rubiaceae, Evergreen Broadleaf,5335773
Stenostomum jamaicense,Stenostomum,Rubiaceae, Evergreen Broadleaf,5335735
Stenostomum lucidum,Stenostomum,Rubiaceae, Evergreen Broadleaf,5335776
Stenostomum mucronatum,Stenostomum,Rubiaceae, Evergreen Broadleaf,5335728
Stenostomum multinerve,Stenostomum,Rubiaceae, Evergreen Broadleaf,5335783
Stenostomum obtusifolium,Stenostomum,Rubiaceae, Evergreen Broadleaf,5335789
Stenostomum oliganthum,Stenostomum,Rubiaceae, Evergreen Broadleaf,5335734
Stenostomum portoricense,Stenostomum,Rubiaceae, Evergreen Broadleaf,5335724
Stenostomum radiatum,Stenostomum,Rubiaceae, Evergreen Broadleaf,5335745
Stenostomum resinosum,Stenostomum,Rubiaceae, Evergreen Broadleaf,5335750
Stenostomum scrobiculatum,Stenostomum,Rubiaceae, Evergreen Broadleaf,5335729
Stenostomum shaferi,Stenostomum,Rubiaceae, Evergreen Broadleaf,5335784
Stenostomum sintenisii,Stenostomum,Rubiaceae, Evergreen Broadleaf,5335758
Stenostomum tomentosum,Stenostomum,Rubiaceae, Evergreen Broadleaf,5335787
Stenostomum turrialbanum,Stenostomum,Rubiaceae, Evergreen Broadleaf,8310535
Stenostomum urbanianum,Stenostomum,Rubiaceae, Evergreen Broadleaf,5335760
Stevensia buxifolia,Stevensia,Rubiaceae, Evergreen Broadleaf,5335802
Stevensia ebracteata,Stevensia,Rubiaceae, Evergreen Broadleaf,5335798
Stevensia grandiflora,Stevensia,Rubiaceae, Evergreen Broadleaf,5335797
Stevensia hotteana,Stevensia,Rubiaceae, Evergreen Broadleaf,5335804
Stevensia minutifolia,Stevensia,Rubiaceae, Evergreen Broadleaf,5335800
Stevensia ovatifolia,Stevensia,Rubiaceae, Evergreen Broadleaf,5335799
Stevensia samanensis,Stevensia,Rubiaceae, Evergreen Broadleaf,5335796
Stilpnophyllum grandifolium,Stilpnophyllum,Rubiaceae, Evergreen Broadleaf,2906631
Stilpnophyllum lineatum,Stilpnophyllum,Rubiaceae, Evergreen Broadleaf,2906629
Stilpnophyllum oellgaardii,Stilpnophyllum,Rubiaceae, Evergreen Broadleaf,2906632
